log_id,user_id,role,store_id_accessed,query_type,execution_time_ms,rows_returned,queries_in_last_60s,hour_of_day,day_of_week,is_anomaly,anomaly_type
2000,15,auditor,2,SELECT_STAFF_ACTIVITY,129,33,12,11.0,1.0,False,
2001,13,analyst,2,SELECT_RENTAL_SUMMARY,51,160,12,11.0,1.0,False,
2002,8,support_staff,1,SELECT_RENTAL_STATUS,32,10,12,11.0,1.0,False,
2003,13,analyst,2,SELECT_FILM_DETAILS,24,3,10,11.0,1.0,False,
2004,18,billing_staff,2,SELECT_PAYMENT,35,27,1,11.0,1.0,False,
2005,4,auditor,1,SELECT_STAFF_ACTIVITY,146,16,1,12.0,1.0,False,
2006,5,billing_staff,1,INSERT_PAYMENT,23,1,1,12.0,1.0,False,
2007,9,support_staff,1,SELECT_RENTAL_STATUS,33,9,7,12.0,1.0,False,
2008,2,analyst,1,SELECT_RENTAL_SUMMARY,46,76,9,12.0,1.0,False,
2009,10,support_staff,1,SELECT_RENTAL_STATUS,43,5,4,12.0,1.0,False,
2010,1,manager,1,SELECT_STORE_SUMMARY,55,3,3,12.0,1.0,False,
2011,20,support_staff,2,SELECT_CUSTOMER,27,1,3,13.0,1.0,False,
2012,3,analyst,1,SELECT_FILM_DETAILS,29,1,1,13.0,1.0,False,
2013,12,manager,2,SELECT_INVENTORY,79,20,11,13.0,1.0,False,
2014,3,analyst,1,SELECT_FILM_DETAILS,24,31,11,13.0,1.0,False,
2015,20,support_staff,1,SELECT_RENTAL_STATUS,36,6,5,13.0,1.0,True,security
2016,10,support_staff,1,SELECT_CUSTOMER,33,1,8,14.0,1.0,False,
2017,4,auditor,1,SELECT_ALL_PAYMENTS,316,231,3,14.0,1.0,False,
2018,11,admin,1,SELECT_ALL_TABLES,402,2759,1,14.0,1.0,False,
2019,11,admin,1,UPDATE_STAFF,21,1,8,14.0,1.0,False,
2020,13,analyst,2,SELECT_FILM_DETAILS,31,20,13,14.0,1.0,False,
2021,9,support_staff,1,UPDATE_CUSTOMER,13,1,12,14.0,1.0,False,
2022,5,billing_staff,1,SELECT_PAYMENT,44,26,7,14.0,1.0,False,
2023,13,analyst,2,SELECT_RENTAL_SUMMARY,43,94,2,14.0,1.0,False,
2024,2,analyst,1,SELECT_CUSTOMER_HISTORY,87,15,14,14.0,1.0,False,
2025,3,analyst,1,SELECT_CUSTOMER_HISTORY,78,34,1,15.0,1.0,False,
2026,10,support_staff,1,UPDATE_CUSTOMER,13,1,2,15.0,1.0,False,
2027,13,analyst,2,SELECT_CUSTOMER_HISTORY,75,53,5,15.0,1.0,False,
2028,19,support_staff,2,SELECT_RENTAL_STATUS,45,5,2,15.0,1.0,False,
2029,8,support_staff,1,SELECT_CUSTOMER,29,10,10,15.0,1.0,False,
2030,17,billing_staff,2,SELECT_CUSTOMER,29,5,4,15.0,1.0,False,
2031,22,admin,2,SELECT_ALL_TABLES,576,4959,10,15.0,1.0,False,
2032,13,analyst,2,SELECT_FILM_DETAILS,29,23,13,15.0,1.0,False,
2033,3,analyst,1,SELECT_CUSTOMER_HISTORY,66,95,7,15.0,1.0,False,
2034,19,support_staff,2,SELECT_CUSTOMER,33,8,2,16.0,1.0,False,
2035,8,support_staff,1,SELECT_CUSTOMER,24,6,7,16.0,1.0,False,
2036,3,analyst,1,SELECT_CUSTOMER_HISTORY,70,100,2,16.0,1.0,False,
2037,16,billing_staff,2,INSERT_PAYMENT,20,1,1,16.0,1.0,False,
2038,6,billing_staff,1,INSERT_PAYMENT,18,1,4,16.0,1.0,False,
2039,9,support_staff,1,UPDATE_CUSTOMER,14,1,14,17.0,1.0,False,
2040,4,auditor,1,SELECT_STAFF_ACTIVITY,135,69,13,17.0,1.0,False,
2041,4,auditor,1,SELECT_STAFF_ACTIVITY,127,53,9,17.0,1.0,False,
2042,20,support_staff,2,UPDATE_CUSTOMER,15,1,14,17.0,1.0,False,
2043,18,billing_staff,2,INSERT_PAYMENT,19,1,4,17.0,1.0,False,
2044,14,analyst,2,SELECT_RENTAL_SUMMARY,50,185,9,17.0,1.0,False,
2045,17,billing_staff,2,INSERT_PAYMENT,20,1,13,8.0,2.0,False,
2046,1,manager,1,SELECT_INVENTORY,61,150,2,8.0,2.0,False,
2047,17,billing_staff,2,INSERT_PAYMENT,67,8,12,8.0,2.0,True,performance
2048,3,analyst,1,SELECT_FILM_DETAILS,34,18,2,9.0,2.0,False,
2049,12,manager,2,SELECT_REVENUE_REPORT,178,327,4,9.0,2.0,False,
2050,8,support_staff,1,SELECT_CUSTOMER,29,4,7,9.0,2.0,False,
2051,11,admin,1,SELECT_SYSTEM_LOGS,374,299,6,9.0,2.0,False,
2052,22,admin,2,UPDATE_STAFF,23,1,2,9.0,2.0,False,
2053,12,manager,2,SELECT_STORE_SUMMARY,66,5,6,9.0,2.0,False,
2054,7,billing_staff,1,INSERT_PAYMENT,17,1,9,9.0,2.0,False,
2055,1,manager,1,SELECT_REVENUE_REPORT,163,196,7,9.0,2.0,False,
2056,16,billing_staff,2,INSERT_PAYMENT,17,1,6,9.0,2.0,False,
2057,22,admin,2,SELECT_SYSTEM_LOGS,1486,5373,14,10.0,2.0,True,performance
2058,9,support_staff,1,UPDATE_CUSTOMER,12,1,10,10.0,2.0,False,
2059,22,admin,2,SELECT_SYSTEM_LOGS,405,295,1,10.0,2.0,False,
2060,12,manager,2,SELECT_REVENUE_REPORT,184,113,11,10.0,2.0,False,
2061,13,analyst,2,SELECT_FILM_DETAILS,25,20,13,11.0,2.0,False,
2062,14,analyst,2,SELECT_FILM_DETAILS,26,20,13,11.0,2.0,False,
2063,12,manager,2,SELECT_REVENUE_REPORT,232,170,4,12.0,2.0,False,
2064,16,billing_staff,2,INSERT_PAYMENT,22,1,1,12.0,2.0,False,
2065,20,support_staff,2,SELECT_CUSTOMER,31,10,5,12.0,2.0,False,
2066,10,support_staff,1,UPDATE_CUSTOMER,17,1,12,12.0,2.0,False,
2067,11,admin,1,SELECT_SYSTEM_LOGS,330,861,4,12.0,2.0,False,
2068,6,billing_staff,1,INSERT_PAYMENT,21,1,6,12.0,2.0,False,
2069,8,support_staff,1,SELECT_RENTAL_STATUS,41,11,7,13.0,2.0,False,
2070,8,support_staff,1,UPDATE_CUSTOMER,14,1,10,13.0,2.0,False,
2071,5,billing_staff,1,INSERT_PAYMENT,23,1,13,14.0,2.0,False,
2072,22,admin,2,SELECT_ALL_TABLES,583,648,11,14.0,2.0,False,
2073,19,support_staff,2,UPDATE_CUSTOMER,16,1,2,14.0,2.0,False,
2074,8,support_staff,1,SELECT_CUSTOMER,25,8,1,14.0,2.0,False,
2075,3,analyst,1,SELECT_RENTAL_SUMMARY,43,162,14,14.0,2.0,False,
2076,13,analyst,2,SELECT_CUSTOMER_HISTORY,77,68,2,14.0,2.0,False,
2077,20,support_staff,2,SELECT_CUSTOMER,33,3,8,14.0,2.0,False,
2078,22,admin,2,SELECT_ALL_TABLES,580,2534,2,14.0,2.0,False,
2079,9,support_staff,1,UPDATE_CUSTOMER,16,1,2,14.0,2.0,False,
2080,3,analyst,1,SELECT_FILM_DETAILS,30,29,13,14.0,2.0,False,
2081,5,billing_staff,1,INSERT_PAYMENT,16,1,11,14.0,2.0,False,
2082,15,auditor,2,SELECT_ALL_PAYMENTS,296,976,7,15.0,2.0,False,
2083,18,billing_staff,2,SELECT_CUSTOMER,21,3,13,15.0,2.0,False,
2084,10,support_staff,1,UPDATE_CUSTOMER,12,1,13,15.0,2.0,False,
2085,22,admin,2,SELECT_ALL_TABLES,556,4281,5,15.0,2.0,False,
2086,7,billing_staff,1,SELECT_PAYMENT,36,15,13,15.0,2.0,False,
2087,6,billing_staff,1,INSERT_PAYMENT,20,1,8,15.0,2.0,False,
2088,10,support_staff,1,UPDATE_CUSTOMER,13,1,9,15.0,2.0,False,
2089,18,billing_staff,2,INSERT_PAYMENT,18,1,1,16.0,2.0,False,
2090,20,support_staff,2,SELECT_RENTAL_STATUS,41,8,10,16.0,2.0,False,
2091,16,billing_staff,2,SELECT_CUSTOMER,26,8,11,16.0,2.0,False,
2092,15,auditor,2,SELECT_RENTAL_AUDIT,209,259,4,16.0,2.0,False,
2093,22,admin,2,SELECT_ALL_TABLES,560,4656,8,16.0,2.0,False,
2094,1,manager,1,SELECT_STORE_SUMMARY,67,3,3,16.0,2.0,False,
2095,20,support_staff,2,SELECT_RENTAL_STATUS,42,7,4,16.0,2.0,False,
2096,10,support_staff,1,SELECT_RENTAL_STATUS,34,13,10,16.0,2.0,False,
2097,21,support_staff,2,SELECT_CUSTOMER,30,8,2,16.0,2.0,False,
2098,11,admin,1,SELECT_SYSTEM_LOGS,328,1557,4,17.0,2.0,False,
2099,8,support_staff,1,SELECT_RENTAL_STATUS,46,13,10,17.0,2.0,False,
2100,10,support_staff,1,UPDATE_CUSTOMER,14,1,8,17.0,2.0,False,
2101,18,billing_staff,2,SELECT_PAYMENT,33,19,11,17.0,2.0,False,
2102,12,manager,2,SELECT_INVENTORY,70,119,9,17.0,2.0,False,
2103,1,manager,1,SELECT_STORE_SUMMARY,63,2,4,17.0,2.0,False,
2104,15,auditor,2,SELECT_STAFF_ACTIVITY,123,90,4,17.0,2.0,False,
2105,20,support_staff,2,SELECT_RENTAL_STATUS,41,17,13,17.0,2.0,False,
2106,18,billing_staff,2,INSERT_PAYMENT,18,1,2,17.0,2.0,False,
2107,11,admin,1,SELECT_SYSTEM_LOGS,335,841,4,0.0,3.0,True,temporal
2108,19,support_staff,2,SELECT_RENTAL_STATUS,34,10,14,2.0,3.0,True,temporal
2109,14,analyst,2,SELECT_CUSTOMER_HISTORY,69,14,10,3.0,3.0,True,temporal
2110,10,support_staff,1,SELECT_RENTAL_STATUS,36,12,12,8.0,3.0,False,
2111,8,support_staff,1,UPDATE_CUSTOMER,12,1,11,8.0,3.0,False,
2112,17,billing_staff,2,INSERT_PAYMENT,21,1,3,8.0,3.0,False,
2113,2,analyst,1,SELECT_CUSTOMER_HISTORY,71,59,4,8.0,3.0,False,
2114,6,billing_staff,1,SELECT_CUSTOMER,23,10,7,8.0,3.0,False,
2115,9,support_staff,1,SELECT_RENTAL_STATUS,38,13,8,9.0,3.0,False,
2116,16,billing_staff,2,SELECT_PAYMENT,36,19,14,9.0,3.0,False,
2117,4,auditor,1,SELECT_ALL_PAYMENTS,250,146,12,9.0,3.0,False,
2118,21,support_staff,2,UPDATE_CUSTOMER,12,1,5,9.0,3.0,False,
2119,9,support_staff,1,SELECT_RENTAL_STATUS,47,14,13,9.0,3.0,False,
2120,17,billing_staff,2,SELECT_PAYMENT,43,15,5,9.0,3.0,False,
2121,4,auditor,1,SELECT_RENTAL_AUDIT,149,100,10,9.0,3.0,False,
2122,16,billing_staff,2,INSERT_PAYMENT,23,1,8,9.0,3.0,False,
2123,13,analyst,2,SELECT_FILM_DETAILS,33,28,13,10.0,3.0,False,
2124,12,manager,2,SELECT_INVENTORY,78,136,13,10.0,3.0,False,
2125,9,support_staff,1,SELECT_RENTAL_STATUS,42,20,3,10.0,3.0,False,
2126,2,analyst,1,SELECT_FILM_DETAILS,31,6,9,10.0,3.0,False,
2127,13,analyst,2,SELECT_FILM_DETAILS,32,49,2,10.0,3.0,False,
2128,1,manager,1,SELECT_REVENUE_REPORT,172,88,10,10.0,3.0,False,
2129,20,support_staff,2,UPDATE_CUSTOMER,15,1,13,10.0,3.0,False,
2130,4,auditor,1,SELECT_RENTAL_AUDIT,202,297,1,10.0,3.0,False,
2131,12,manager,2,SELECT_STORE_SUMMARY,68,1,12,10.0,3.0,False,
2132,13,analyst,2,SELECT_RENTAL_SUMMARY,55,114,9,10.0,3.0,False,
2133,22,admin,2,UPDATE_STAFF,19,1,4,10.0,3.0,False,
2134,6,billing_staff,1,INSERT_PAYMENT,17,1,13,11.0,3.0,False,
2135,20,support_staff,2,SELECT_RENTAL_STATUS,45,3,11,11.0,3.0,False,
2136,19,support_staff,2,SELECT_RENTAL_STATUS,37,6,5,11.0,3.0,False,
2137,8,support_staff,1,SELECT_CUSTOMER,34,5,3,11.0,3.0,False,
2138,4,auditor,1,SELECT_RENTAL_AUDIT,191,174,7,11.0,3.0,False,
2139,10,support_staff,1,UPDATE_CUSTOMER,12,1,11,11.0,3.0,False,
2140,3,analyst,1,SELECT_FILM_DETAILS,28,48,11,11.0,3.0,False,
2141,20,support_staff,2,UPDATE_CUSTOMER,65,9,2,11.0,3.0,True,performance
2142,21,support_staff,2,SELECT_CUSTOMER,28,2,5,11.0,3.0,False,
2143,10,support_staff,1,SELECT_CUSTOMER,32,4,11,11.0,3.0,False,
2144,17,billing_staff,2,INSERT_PAYMENT,18,1,8,12.0,3.0,False,
2145,3,analyst,1,SELECT_RENTAL_SUMMARY,52,183,12,12.0,3.0,False,
2146,18,billing_staff,2,SELECT_CUSTOMER,27,7,14,12.0,3.0,False,
2147,2,analyst,1,SELECT_RENTAL_SUMMARY,41,22,12,12.0,3.0,False,
2148,14,analyst,2,SELECT_RENTAL_SUMMARY,41,65,12,12.0,3.0,False,
2149,16,billing_staff,2,INSERT_PAYMENT,18,1,13,12.0,3.0,False,
2150,4,auditor,1,SELECT_ALL_PAYMENTS,279,624,7,12.0,3.0,False,
2151,17,billing_staff,2,SELECT_CUSTOMER,23,2,6,12.0,3.0,False,
2152,7,billing_staff,1,INSERT_PAYMENT,21,1,4,12.0,3.0,False,
2153,10,support_staff,1,UPDATE_CUSTOMER,14,1,3,13.0,3.0,False,
2154,22,admin,2,SELECT_SYSTEM_LOGS,436,1501,1,13.0,3.0,False,
2155,15,auditor,2,SELECT_STAFF_ACTIVITY,173,48,8,13.0,3.0,False,
2156,8,support_staff,2,SELECT_RENTAL_STATUS,45,16,11,13.0,3.0,True,security
2157,15,auditor,2,SELECT_ALL_PAYMENTS,354,869,7,14.0,3.0,False,
2158,17,billing_staff,2,SELECT_CUSTOMER,29,1,12,14.0,3.0,False,
2159,18,billing_staff,2,INSERT_PAYMENT,17,1,8,14.0,3.0,False,
2160,2,analyst,1,SELECT_FILM_DETAILS,24,7,13,14.0,3.0,False,
2161,12,manager,2,SELECT_INVENTORY,68,26,9,14.0,3.0,False,
2162,2,analyst,1,SELECT_RENTAL_SUMMARY,51,183,1,14.0,3.0,False,
2163,6,billing_staff,1,INSERT_PAYMENT,22,1,11,14.0,3.0,False,
2164,4,auditor,1,SELECT_RENTAL_AUDIT,146,160,6,15.0,3.0,False,
2165,21,support_staff,2,UPDATE_CUSTOMER,15,1,2,15.0,3.0,False,
2166,11,admin,1,SELECT_SYSTEM_LOGS,437,1147,12,15.0,3.0,False,
2167,20,support_staff,2,SELECT_RENTAL_STATUS,41,16,9,15.0,3.0,False,
2168,11,admin,1,UPDATE_STAFF,17,1,12,15.0,3.0,False,
2169,18,billing_staff,2,SELECT_PAYMENT,42,29,8,15.0,3.0,False,
2170,22,admin,2,SELECT_ALL_TABLES,407,635,2,15.0,3.0,False,
2171,11,admin,1,SELECT_ALL_TABLES,523,2459,14,15.0,3.0,False,
2172,8,support_staff,1,UPDATE_CUSTOMER,15,1,6,15.0,3.0,False,
2173,5,billing_staff,1,SELECT_CUSTOMER,22,2,14,15.0,3.0,False,
2174,6,billing_staff,1,INSERT_PAYMENT,23,1,5,15.0,3.0,False,
2175,18,billing_staff,2,SELECT_PAYMENT,36,9,4,15.0,3.0,False,
2176,14,analyst,2,SELECT_FILM_DETAILS,33,6,13,15.0,3.0,False,
2177,22,admin,2,SELECT_ALL_TABLES,417,1124,14,16.0,3.0,False,
2178,14,analyst,2,SELECT_CUSTOMER_HISTORY,73,8,6,16.0,3.0,False,
2179,7,billing_staff,1,SELECT_CUSTOMER,21,3,3,16.0,3.0,False,
2180,9,support_staff,1,UPDATE_CUSTOMER,17,1,8,16.0,3.0,False,
2181,8,support_staff,1,SELECT_RENTAL_STATUS,38,13,13,16.0,3.0,False,
2182,21,support_staff,2,SELECT_CUSTOMER,24,8,5,16.0,3.0,False,
2183,10,support_staff,1,SELECT_RENTAL_STATUS,42,6,9,16.0,3.0,False,
2184,12,manager,2,SELECT_INVENTORY,74,156,13,17.0,3.0,False,
2185,4,auditor,1,SELECT_STAFF_ACTIVITY,138,78,3,17.0,3.0,False,
2186,3,analyst,1,SELECT_FILM_DETAILS,29,4,14,17.0,3.0,False,
2187,2,analyst,1,SELECT_RENTAL_SUMMARY,55,134,9,17.0,3.0,False,
2188,4,auditor,1,SELECT_RENTAL_AUDIT,214,212,1,17.0,3.0,False,
2189,11,admin,1,UPDATE_STAFF,23,1,10,17.0,3.0,False,
2190,10,support_staff,1,UPDATE_CUSTOMER,17,1,12,17.0,3.0,False,
2191,3,analyst,1,SELECT_CUSTOMER_HISTORY,65,61,6,17.0,3.0,False,
2192,5,billing_staff,1,INSERT_PAYMENT,19,1,1,17.0,3.0,False,
2193,22,admin,2,SELECT_SYSTEM_LOGS,431,1646,9,17.0,3.0,False,
2194,6,billing_staff,1,INSERT_PAYMENT,17,1,10,17.0,3.0,False,
2195,11,admin,1,SELECT_ALL_TABLES,579,2955,9,17.0,3.0,False,
2196,3,analyst,1,SELECT_FILM_DETAILS,32,3,11,1.0,4.0,True,temporal
2197,9,support_staff,1,SELECT_RENTAL_STATUS,36,5,11,8.0,4.0,False,
2198,15,auditor,2,SELECT_RENTAL_AUDIT,205,161,10,8.0,4.0,False,
2199,22,admin,2,SELECT_SYSTEM_LOGS,332,1971,5,8.0,4.0,False,
2200,5,billing_staff,1,INSERT_PAYMENT,21,1,9,8.0,4.0,False,
2201,14,analyst,2,SELECT_RENTAL_SUMMARY,54,67,14,8.0,4.0,False,
2202,10,support_staff,1,SELECT_RENTAL_STATUS,39,11,1,8.0,4.0,False,
2203,3,analyst,1,SELECT_FILM_DETAILS,31,23,14,9.0,4.0,False,
2204,8,support_staff,1,SELECT_RENTAL_STATUS,47,13,1,9.0,4.0,False,
2205,11,admin,1,SELECT_ALL_TABLES,493,2963,8,9.0,4.0,False,
2206,16,billing_staff,2,SELECT_CUSTOMER,26,5,9,9.0,4.0,False,
2207,20,support_staff,2,SELECT_CUSTOMER,34,5,3,9.0,4.0,False,
2208,9,support_staff,1,SELECT_CUSTOMER,35,10,1,9.0,4.0,False,
2209,13,analyst,2,SELECT_FILM_DETAILS,28,40,2,9.0,4.0,False,
2210,17,billing_staff,2,SELECT_CUSTOMER,28,4,3,9.0,4.0,False,
2211,8,support_staff,1,UPDATE_CUSTOMER,15,1,1,9.0,4.0,False,
2212,18,billing_staff,2,SELECT_PAYMENT,32,28,14,9.0,4.0,False,
2213,15,auditor,2,SELECT_RENTAL_AUDIT,147,204,9,9.0,4.0,False,
2214,1,manager,1,SELECT_INVENTORY,81,117,11,9.0,4.0,False,
2215,5,billing_staff,1,SELECT_CUSTOMER,22,10,5,9.0,4.0,False,
2216,9,support_staff,1,SELECT_CUSTOMER,27,1,11,10.0,4.0,False,
2217,2,analyst,1,SELECT_FILM_DETAILS,25,47,7,10.0,4.0,False,
2218,6,billing_staff,1,SELECT_PAYMENT,40,4,8,10.0,4.0,False,
2219,20,support_staff,2,SELECT_RENTAL_STATUS,34,17,12,10.0,4.0,False,
2220,14,analyst,2,SELECT_RENTAL_SUMMARY,42,46,8,10.0,4.0,False,
2221,12,manager,2,SELECT_INVENTORY,74,161,3,10.0,4.0,False,
2222,18,billing_staff,2,SELECT_PAYMENT,43,2,9,11.0,4.0,False,
2223,11,admin,1,SELECT_SYSTEM_LOGS,456,224,1,11.0,4.0,False,
2224,3,analyst,1,SELECT_FILM_DETAILS,26,24,1,11.0,4.0,False,
2225,11,admin,1,SELECT_ALL_TABLES,518,4629,3,11.0,4.0,False,
2226,2,analyst,1,SELECT_RENTAL_SUMMARY,52,111,8,11.0,4.0,False,
2227,12,manager,2,SELECT_REVENUE_REPORT,170,178,11,12.0,4.0,False,
2228,9,support_staff,1,UPDATE_CUSTOMER,15,1,9,12.0,4.0,False,
2229,3,analyst,1,SELECT_RENTAL_SUMMARY,44,127,6,12.0,4.0,False,
2230,6,billing_staff,1,SELECT_PAYMENT,33,2,14,12.0,4.0,False,
2231,12,manager,2,SELECT_STORE_SUMMARY,60,2,14,12.0,4.0,False,
2232,8,support_staff,1,SELECT_RENTAL_STATUS,45,12,10,12.0,4.0,False,
2233,9,support_staff,1,UPDATE_CUSTOMER,12,1,7,12.0,4.0,False,
2234,6,billing_staff,1,INSERT_PAYMENT,23,1,11,12.0,4.0,False,
2235,4,auditor,1,SELECT_ALL_PAYMENTS,274,356,5,12.0,4.0,False,
2236,7,billing_staff,1,SELECT_CUSTOMER,26,3,7,13.0,4.0,False,
2237,8,support_staff,1,SELECT_RENTAL_STATUS,37,9,14,13.0,4.0,False,
2238,3,analyst,1,SELECT_RENTAL_SUMMARY,51,105,12,13.0,4.0,False,
2239,2,analyst,1,SELECT_RENTAL_SUMMARY,59,159,10,13.0,4.0,False,
2240,8,support_staff,1,UPDATE_CUSTOMER,14,1,4,13.0,4.0,False,
2241,20,support_staff,2,SELECT_RENTAL_STATUS,45,18,12,13.0,4.0,False,
2242,9,support_staff,1,SELECT_RENTAL_STATUS,44,5,2,13.0,4.0,False,
2243,1,manager,1,SELECT_INVENTORY,79,124,2,13.0,4.0,False,
2244,1,manager,1,SELECT_INVENTORY,70,111,6,13.0,4.0,False,
2245,4,auditor,1,SELECT_RENTAL_AUDIT,177,208,5,13.0,4.0,False,
2246,10,support_staff,1,UPDATE_CUSTOMER,16,1,6,13.0,4.0,False,
2247,12,manager,2,SELECT_STORE_SUMMARY,65,4,10,14.0,4.0,False,
2248,10,support_staff,1,SELECT_RENTAL_STATUS,40,2,9,14.0,4.0,False,
2249,9,support_staff,1,SELECT_CUSTOMER,28,6,5,14.0,4.0,False,
2250,14,analyst,2,SELECT_FILM_DETAILS,25,50,8,14.0,4.0,False,
2251,18,billing_staff,2,SELECT_CUSTOMER,21,8,4,14.0,4.0,False,
2252,6,billing_staff,1,SELECT_PAYMENT,32,29,2,15.0,4.0,False,
2253,12,manager,2,SELECT_INVENTORY,76,49,13,15.0,4.0,False,
2254,3,analyst,1,SELECT_FILM_DETAILS,35,23,3,15.0,4.0,False,
2255,1,manager,1,SELECT_STORE_SUMMARY,65,4,3,15.0,4.0,False,
2256,10,support_staff,1,SELECT_CUSTOMER,27,10,13,15.0,4.0,False,
2257,14,analyst,2,SELECT_CUSTOMER_HISTORY,84,30,8,15.0,4.0,False,
2258,14,analyst,2,SELECT_CUSTOMER_HISTORY,86,36,5,15.0,4.0,False,
2259,16,billing_staff,2,SELECT_CUSTOMER,26,3,3,15.0,4.0,False,
2260,6,billing_staff,1,SELECT_CUSTOMER,26,9,14,16.0,4.0,False,
2261,6,billing_staff,1,SELECT_CUSTOMER,26,7,7,16.0,4.0,False,
2262,7,billing_staff,1,SELECT_CUSTOMER,24,5,14,16.0,4.0,False,
2263,12,manager,2,SELECT_REVENUE_REPORT,180,135,14,16.0,4.0,False,
2264,1,manager,1,SELECT_INVENTORY,58,52,10,16.0,4.0,False,
2265,17,billing_staff,2,SELECT_CUSTOMER,29,3,7,16.0,4.0,False,
2266,4,auditor,1,SELECT_STAFF_ACTIVITY,135,88,13,16.0,4.0,False,
2267,1,manager,1,SELECT_INVENTORY,78,159,9,16.0,4.0,False,
2268,3,analyst,1,SELECT_CUSTOMER_HISTORY,83,64,14,16.0,4.0,False,
2269,10,support_staff,1,SELECT_RENTAL_STATUS,44,12,3,16.0,4.0,False,
2270,2,analyst,1,SELECT_CUSTOMER_HISTORY,89,23,9,16.0,4.0,False,
2271,21,support_staff,2,SELECT_CUSTOMER,29,10,4,16.0,4.0,False,
2272,10,support_staff,1,UPDATE_CUSTOMER,15,1,7,16.0,4.0,False,
2273,8,support_staff,1,SELECT_RENTAL_STATUS,37,18,4,17.0,4.0,False,
2274,22,admin,2,SELECT_ALL_TABLES,558,4570,2,17.0,4.0,False,
2275,19,support_staff,2,SELECT_CUSTOMER,25,5,10,17.0,4.0,False,
2276,20,support_staff,2,SELECT_CUSTOMER,25,3,3,17.0,4.0,False,
2277,9,support_staff,1,UPDATE_CUSTOMER,12,1,12,17.0,4.0,False,
2278,16,billing_staff,2,SELECT_PAYMENT,46,17,2,17.0,4.0,False,
2279,3,analyst,1,SELECT_FILM_DETAILS,30,50,10,17.0,4.0,False,
2280,18,billing_staff,2,INSERT_PAYMENT,18,1,4,17.0,4.0,False,
2281,20,support_staff,2,UPDATE_CUSTOMER,16,1,14,17.0,4.0,False,
2282,9,support_staff,1,UPDATE_CUSTOMER,14,1,7,17.0,4.0,False,
2283,11,admin,1,SELECT_SYSTEM_LOGS,440,1110,8,17.0,4.0,False,
2284,1,manager,1,SELECT_REVENUE_REPORT,181,343,8,17.0,4.0,False,
2285,6,billing_staff,1,INSERT_PAYMENT,17,1,7,17.0,4.0,False,
2286,5,billing_staff,1,SELECT_PAYMENT,44,15,10,17.0,4.0,False,
2287,14,analyst,2,SELECT_CUSTOMER_HISTORY,74,8,10,4.0,5.0,True,temporal
2288,3,analyst,1,SELECT_RENTAL_SUMMARY,48,101,4,8.0,5.0,False,
2289,6,billing_staff,1,SELECT_PAYMENT,40,26,1,8.0,5.0,False,
2290,4,auditor,1,SELECT_STAFF_ACTIVITY,157,94,8,8.0,5.0,False,
2291,3,analyst,1,SELECT_FILM_DETAILS,32,21,2,8.0,5.0,False,
2292,7,billing_staff,1,SELECT_CUSTOMER,27,7,13,8.0,5.0,False,
2293,19,support_staff,2,SELECT_RENTAL_STATUS,35,4,8,8.0,5.0,False,
2294,15,auditor,2,SELECT_ALL_PAYMENTS,240,450,12,9.0,5.0,False,
2295,18,billing_staff,2,INSERT_PAYMENT,23,1,11,9.0,5.0,False,
2296,13,analyst,2,SELECT_CUSTOMER_HISTORY,93,76,1,9.0,5.0,False,
2297,11,admin,1,UPDATE_STAFF,18,1,14,9.0,5.0,False,
2298,12,manager,2,SELECT_REVENUE_REPORT,164,106,5,10.0,5.0,False,
2299,13,analyst,2,SELECT_FILM_DETAILS,34,12,7,10.0,5.0,False,
2300,20,support_staff,2,SELECT_RENTAL_STATUS,42,17,2,10.0,5.0,False,
2301,1,manager,1,SELECT_REVENUE_REPORT,230,98,2,10.0,5.0,False,
2302,10,support_staff,1,SELECT_CUSTOMER,32,4,7,10.0,5.0,False,
2303,14,analyst,2,SELECT_CUSTOMER_HISTORY,80,97,10,10.0,5.0,False,
2304,17,billing_staff,2,SELECT_CUSTOMER,25,1,13,10.0,5.0,False,
2305,9,support_staff,1,SELECT_CUSTOMER,28,5,4,10.0,5.0,False,
2306,15,auditor,2,SELECT_ALL_PAYMENTS,354,574,3,10.0,5.0,False,
2307,15,auditor,2,SELECT_RENTAL_AUDIT,164,171,9,10.0,5.0,False,
2308,21,support_staff,2,SELECT_RENTAL_STATUS,38,2,3,10.0,5.0,False,
2309,22,admin,2,SELECT_SYSTEM_LOGS,334,1453,4,10.0,5.0,False,
2310,14,analyst,2,SELECT_CUSTOMER_HISTORY,85,16,14,11.0,5.0,False,
2311,11,admin,1,SELECT_SYSTEM_LOGS,428,1967,7,11.0,5.0,False,
2312,22,admin,2,SELECT_SYSTEM_LOGS,353,960,10,11.0,5.0,False,
2313,19,support_staff,2,SELECT_RENTAL_STATUS,32,8,5,11.0,5.0,False,
2314,11,admin,1,UPDATE_STAFF,22,1,13,11.0,5.0,False,
2315,2,analyst,1,SELECT_CUSTOMER_HISTORY,92,64,6,11.0,5.0,False,
2316,4,auditor,1,SELECT_RENTAL_AUDIT,199,255,10,11.0,5.0,False,
2317,14,analyst,2,SELECT_CUSTOMER_HISTORY,86,7,12,11.0,5.0,False,
2318,16,billing_staff,2,INSERT_PAYMENT,19,1,5,11.0,5.0,False,
2319,17,billing_staff,2,SELECT_PAYMENT,33,16,7,11.0,5.0,False,
